WDJname,predicted_class,probability_of_predicted_class,spec_continuum_median_SNR,|                   |,prob_CV,prob_DA,prob_DAH,prob_DAZ_DZA,prob_DB,prob_DBZ_DZB,prob_DC,prob_DO,prob_DQ,prob_DZ
WDJ122052.92+451941.69,DA,0.9928089,16.4955,|                   |,5.281654e-05,0.9928089,0.004019964,0.0016429736,7.52867e-05,1.2459e-07,0.00094508816,0.00010535585,0.00023885389,0.00011059146
WDJ120257.08+003809.27,DA,0.9987626,16.9511,|                   |,4.77937e-05,0.9987626,0.0002587261,0.0004339829,5.077547e-05,2.2062988e-08,0.00020959211,5.8366328e-05,0.00014547056,3.2707023e-05
WDJ125447.38+675346.55,DA,0.9957135,9.3407,|                   |,0.00048756084,0.9957135,0.0013753892,0.00062526204,0.00013143942,8.253788e-08,0.0006756062,0.00040933097,0.00028732844,0.00029459567
WDJ120238.36+050059.02,DA,0.99861896,10.3215,|                   |,5.2958516e-05,0.99861896,1.0704104e-05,0.00065079273,4.2032616e-07,2.739235e-10,1.288722e-05,2.8899472e-06,2.6579917e-05,0.0006237219
WDJ124034.89-014459.69,DC,0.9879582,14.2887,|                   |,0.00048063052,0.0005212177,0.0019636534,3.3090245e-07,0.0030228922,1.919126e-06,0.9879582,0.0039154273,0.0020205458,0.000115160394
WDJ120714.00+005417.90,DA,0.99737513,27.0469,|                   |,0.0002905932,0.99737513,0.00080686854,0.00069560134,0.0001011993,7.057964e-08,0.00020464395,0.00019736127,0.00020358247,0.00012496983
WDJ125658.19+135959.47,DA,0.99799466,12.1364,|                   |,0.00026204856,0.99799466,0.0003792167,0.0005577174,0.00011699003,6.537848e-08,0.00015626237,0.00019720847,0.00016411193,0.0001716031
WDJ123408.07+765318.64,DA,0.99153036,35.1806,|                   |,0.0008217567,0.99153036,0.0048520286,0.00036897027,0.00035684014,1.3278807e-07,0.00066772016,0.0006804395,0.00040271995,0.00031894926
WDJ125422.09+273834.42,DA,0.9941909,54.9089,|                   |,0.0006926076,0.9941909,0.0006381112,0.0017359802,0.0002707521,4.7276663e-07,0.0006916412,0.00044406237,0.00063942274,0.0006959745
WDJ125724.06+422054.42,DA,0.92649865,27.2508,|                   |,0.002203293,0.92649865,0.00067433435,0.0004555587,0.0006548332,3.21981e-07,0.00024820777,0.00025312713,0.00066951365,0.068341985
WDJ122942.85-001637.68,DA,0.99642617,6.6747,|                   |,0.00015831515,0.99642617,0.0009349341,0.0004965291,0.00016409281,8.176909e-08,0.0007424584,0.0002219505,0.0005595264,0.00029583368
WDJ123151.23+605612.38,DA,0.9977491,19.9707,|                   |,7.822654e-05,0.9977491,0.00027829732,0.0010666697,0.0001407446,1.5046668e-07,0.0002037127,0.00014492821,0.00028389154,5.4394437e-05
WDJ123541.62+520611.88,DA,0.9953787,30.4252,|                   |,0.00071912043,0.9953787,0.0014910159,0.0005125419,0.00036841133,1.8970293e-07,0.00030927552,0.0004822962,0.000322887,0.00041563166
WDJ125836.14-090143.32,DA,0.99760216,12.469,|                   |,0.00034130184,0.99760216,0.00018443418,0.0010150645,5.9512753e-05,6.055449e-08,0.0002458366,0.00019667171,0.00018926655,0.00016579246
WDJ125351.23+474932.51,DA,0.996109,12.7615,|                   |,0.00042356236,0.996109,0.0009653138,0.0006739082,0.0001667728,1.1282858e-07,0.0006715236,0.0003945521,0.00034383906,0.0002514959
WDJ121139.18-011754.79,DA,0.9947094,26.4853,|                   |,0.0005418205,0.9947094,0.0022793747,0.00056607544,0.00031675986,1.8026367e-07,0.00028450508,0.0006067659,0.00045472305,0.00024039528
WDJ120658.15-003336.83,DB,0.9903105,70.1595,|                   |,0.00045121813,2.8597987e-07,0.004026067,3.5939673e-10,0.9903105,0.0012445435,0.00019119412,0.0005732044,0.0007088021,0.002494159
WDJ120213.14+030637.22,DA,0.99317855,8.6953,|                   |,0.00070109806,0.99317855,0.0011648639,0.0012345045,0.00028890284,3.5910145e-07,0.0012611054,0.0006172867,0.00089018355,0.00066321396
WDJ123016.34-070355.60,DA,0.9973224,8.8773,|                   |,0.00037002197,0.9973224,0.00029333698,0.000631467,7.6901684e-05,4.869125e-08,0.00036995404,0.00026946852,0.00033645128,0.0003300383
WDJ124916.46+571801.49,DA,0.99537337,42.6923,|                   |,0.00044688839,0.99537337,0.00025054484,0.002647157,0.0001630196,4.3354436e-07,0.00021550948,0.00023373244,0.0003811691,0.000288201
WDJ122719.25+564200.48,DA,0.99669266,10.8091,|                   |,0.00036959228,0.99669266,0.000735516,0.0006190438,8.318114e-05,5.166364e-08,0.0009147836,0.0002475867,0.00018671884,0.00015088194
WDJ125305.84+612955.40,DB,0.9946084,6.6497,|                   |,7.125947e-05,2.470853e-07,0.00070857455,9.187277e-11,0.9946084,0.0003698214,4.330039e-05,0.0007520832,0.00024803163,0.003198204
WDJ122617.46+400146.93,DA,0.9963946,12.1263,|                   |,0.00028978413,0.9963946,0.00078328396,0.0009762078,0.00011286,1.10573474e-07,0.0007474213,0.00021694475,0.000260776,0.00021794096
WDJ120519.43+390845.38,DA,0.9853539,8.5932,|                   |,0.00041141835,0.9853539,0.010698942,0.0006858104,0.0002986168,2.0783853e-07,0.00050514727,0.0008352264,0.00077700685,0.0004335737
WDJ124716.94+571031.84,DQ,0.9544452,8.6461,|                   |,0.0014493045,5.003447e-05,0.032011963,9.408184e-08,0.0067476556,1.268789e-05,0.0015397265,0.9544452,0.003432619,0.0003107139
WDJ121117.98+020434.10,DC,0.9814393,11.9065,|                   |,0.0007019006,0.006951633,0.0028396707,3.0165627e-06,0.0032195733,1.3970882e-06,0.9814393,0.0024577458,0.0022126576,0.00017312788
WDJ121209.14-023435.20,DA,0.99729466,10.9058,|                   |,0.00036022344,0.99729466,0.00051263196,0.00050394284,0.00015348574,7.7557864e-08,0.00026440303,0.00031459905,0.00031951486,0.00027647693
WDJ120441.52+053644.51,DA,0.9965836,10.2517,|                   |,0.0004129329,0.9965836,0.0003298677,0.001135067,0.000116833195,1.3306811e-07,0.0006841815,0.00023229595,0.00026063144,0.00024456662
WDJ125423.25+132932.48,DA,0.99423647,7.344,|                   |,0.00054679415,0.99423647,0.0011259266,0.001082803,0.0002084268,2.2699345e-07,0.0013471704,0.00046799396,0.0005039102,0.0004802165
WDJ125116.81+044326.82,DA,0.9552078,7.7991,|                   |,0.00054863415,0.9552078,0.004469519,0.00090667093,0.0009768574,9.2722036e-07,0.035340138,0.00050594873,0.0017067817,0.0003367141
WDJ124551.20+121620.18,DA,0.99522406,8.8951,|                   |,0.00039573654,0.99522406,0.0009143362,0.0008661796,0.0002752092,2.3952455e-07,0.0007272601,0.00044968174,0.00067976216,0.00046753886
WDJ125726.90+065834.77,DA,0.9951188,15.8321,|                   |,0.00050657196,0.9951188,0.0005184761,0.001060172,0.0002576734,2.745181e-07,0.0007213373,0.00042471048,0.0008299784,0.00056203647
WDJ124421.51+520224.86,DA,0.99489856,10.2357,|                   |,0.0008054361,0.99489856,0.00061702484,0.0009822255,0.00012449818,1.2291233e-07,0.0011512385,0.00049707736,0.00042042337,0.0005034281
WDJ125212.15+024258.14,DA,0.9966832,28.9251,|                   |,0.00032444365,0.9966832,0.00046194257,0.0015377576,0.00015836304,2.4433436e-07,0.0002097386,0.00023193577,0.00024913467,0.00014320156
WDJ124046.40+573218.77,DA,0.9944029,35.6626,|                   |,0.0004486772,0.9944029,0.002180564,0.00068517466,0.0003087061,2.1270816e-07,0.0007296551,0.00046850182,0.0004282439,0.0003474
WDJ123045.69+162138.39,DB,0.87259424,6.0194,|                   |,0.0020475585,0.010714949,0.043670896,6.1627634e-06,0.87259424,0.0005018775,0.0048356703,0.015377067,0.011591146,0.038660392
WDJ123707.17+091333.11,DA,0.99613583,10.4542,|                   |,0.00031072658,0.99613583,0.00064450025,0.0011840081,0.00019034343,2.2624239e-07,0.00073964015,0.00024756393,0.00036253003,0.00018464589
WDJ121249.16+383412.67,DA,0.71663105,11.1017,|                   |,0.0005798421,0.71663105,0.019116305,0.00032175926,0.0009351227,4.1985956e-07,0.25830185,0.0009347587,0.0027346895,0.00044421272
WDJ124450.22+294210.25,DA,0.991678,8.3963,|                   |,0.00048342932,0.991678,0.0043417965,0.00025658758,0.00054205465,1.4025167e-07,0.00028975622,0.00091809436,0.00093404535,0.00055603776
WDJ121532.61-045415.07,DA,0.8669079,20.6881,|                   |,0.0011080556,0.8669079,0.062599495,0.0021743106,0.00076407695,1.916398e-06,0.05671455,0.0023829595,0.0060642557,0.001282435
WDJ123425.44+604503.80,DA,0.9974579,72.2081,|                   |,0.00012531786,0.9974579,0.0011845795,0.00059573795,6.606464e-05,3.9457518e-08,0.00023665429,8.172652e-05,0.0001555493,9.645131e-05
WDJ125733.65+542850.45,DA,0.97970325,54.0179,|                   |,0.0011494486,0.97970325,0.0017878978,0.012622304,0.0005546859,7.1464638e-06,0.0018022322,0.0008333866,0.0009290342,0.00061060995
WDJ125640.34+512500.10,DA,0.99710757,9.7685,|                   |,0.00044418225,0.99710757,0.0005163633,0.00060896674,6.863549e-05,4.1917975e-08,0.0005886824,0.0002817557,0.00018374439,0.00020010973
WDJ125646.92+481240.34,DA,0.98073685,5.7019,|                   |,0.00015379429,0.98073685,0.014955578,0.0011615229,0.00011484064,1.3601002e-07,0.0016052874,0.0004929026,0.00066439644,0.00011473228
WDJ123540.75-074802.27,DA,0.9862037,9.1186,|                   |,0.00048346707,0.9862037,0.0088254,0.00047703405,0.00044331973,2.1443705e-07,0.0013321048,0.0010411256,0.0007827526,0.00041090642
WDJ125010.38+113434.77,DA,0.9968773,9.5891,|                   |,0.00036580782,0.9968773,0.0008988313,0.00033853395,0.00016233885,5.5129366e-08,0.00026794543,0.0004174458,0.00036438933,0.00030727364
WDJ120315.23+650524.30,DA,0.9940897,7.3317,|                   |,0.00069608283,0.9940897,0.00077629177,0.0015724837,0.0002491963,3.941869e-07,0.00072845904,0.0005051921,0.00073700014,0.0006451952
WDJ125428.86-045227.49,DAH,0.961271,9.8021,|                   |,0.00023788823,0.03688228,0.961271,1.5435925e-06,1.7207098e-05,7.201493e-10,0.00015537559,0.001239739,0.00017312402,2.1801257e-05
WDJ123819.77+005248.36,DA,0.98859376,7.5586,|                   |,0.00029510527,0.98859376,0.0034948215,0.00053966197,0.00022323112,1.218593e-07,0.005778402,0.00023416882,0.00056347507,0.00027728177
WDJ124026.53+372346.35,DA,0.99172205,40.4544,|                   |,0.0007908804,0.99172205,0.000618036,0.0018951702,0.0015610891,2.9832245e-06,0.0007811894,0.0007575983,0.001394536,0.0004764773
WDJ120810.53+745422.91,DA,0.9956711,64.7264,|                   |,0.00063071604,0.9956711,0.0022117398,0.00032980132,0.00019230296,6.369751e-08,0.00034008955,0.00020398133,0.00016799223,0.00025214866
WDJ123336.03+572329.69,DA,0.99725163,8.0979,|                   |,0.0004187888,0.99725163,0.0002991706,0.0007006849,6.816702e-05,4.7895238e-08,0.00045877093,0.00026217772,0.00025264267,0.00028785528
WDJ125332.58+514428.22,DC,0.97829753,12.2371,|                   |,0.0007212131,0.011597749,0.0032667918,4.1434723e-06,0.0029700429,1.0610931e-06,0.97829753,0.00044083528,0.0025993278,0.00010127497
WDJ121142.20+381823.80,DA,0.99382573,6.8504,|                   |,0.00052988954,0.99382573,0.0011805621,0.0013901499,0.00025366805,3.5482742e-07,0.0010669468,0.00050300366,0.00065670285,0.0005929848
WDJ125934.61+275452.70,P<0.7,0.68599707,65.174,|                   |,0.006500299,0.0047575557,0.68599707,2.2573206e-06,0.009993677,4.7417066e-06,0.011233835,0.27480596,0.0058285976,0.0008760094
WDJ125418.78+474219.37,DA,0.9946276,8.6072,|                   |,0.00059095793,0.9946276,0.0017952292,0.00048936997,0.0001864315,9.172677e-08,0.0011122297,0.0005320719,0.00034084817,0.0003252477
WDJ125549.99+395939.63,DA,0.9938314,8.082,|                   |,0.00022478041,0.9938314,0.0016378594,0.00083869393,0.00017951446,1.5149217e-07,0.0022850325,0.00020790116,0.0005377899,0.00025696863
WDJ123104.47-031557.69,DA,0.9824105,49.0864,|                   |,0.0004913792,0.9824105,0.015003629,0.00031747186,0.0002553126,8.25058e-08,0.00027816946,0.00068764866,0.00042252732,0.00013331108
WDJ122906.78-043215.31,DC,0.9545871,40.5028,|                   |,0.0014523878,0.008204385,0.02871849,3.977809e-06,0.0005159576,2.5015655e-07,0.9545871,0.0013986004,0.004983498,0.00013543887
WDJ123832.55+584022.11,DC,0.84435177,17.66,|                   |,0.00052211666,0.13199194,0.018003816,6.2164785e-05,0.00062653125,2.9507999e-07,0.84435177,0.0007705787,0.0033015439,0.00036928648
WDJ125443.23+473242.48,DA,0.985398,9.5172,|                   |,0.0009069102,0.985398,0.009256145,0.000619107,0.00021375848,1.3430042e-07,0.0019143572,0.0009716327,0.00036954856,0.00035056795
WDJ125447.35-050910.01,DA,0.9856252,10.4577,|                   |,0.0007975657,0.9856252,0.010108615,0.00019139139,0.0007793572,1.513377e-07,0.00038716715,0.0011106502,0.0005583151,0.00044168002
WDJ123959.50+330628.91,DA,0.9980578,14.9771,|                   |,0.0003266139,0.9980578,0.00013448714,0.0006531421,6.0357477e-05,3.9498726e-08,0.00017568187,0.00018629449,0.00020494209,0.00020056726
WDJ123410.37-022802.81,DA,0.9700288,30.8854,|                   |,0.0009957196,0.9700288,0.0016409619,0.0009502579,0.0021786715,2.1342664e-06,0.00034137693,0.00047244088,0.0010226457,0.022366975
WDJ125152.65+050415.64,DA,0.9979732,14.7281,|                   |,0.0003078424,0.9979732,0.0001509944,0.00085404026,6.873112e-05,5.8818355e-08,0.00011945826,0.00015745815,0.00017629853,0.00019201262
WDJ125049.29+134118.49,DA,0.9960665,7.8104,|                   |,0.00024291576,0.9960665,0.0009538759,0.0011802888,0.00025289308,2.996656e-07,0.00030945262,0.0003412856,0.0004034085,0.0002490708
WDJ125844.95-061459.50,DA,0.99529666,8.4295,|                   |,0.00051111705,0.99529666,0.0016785298,0.00049778074,0.00012539815,6.271575e-08,0.00075411197,0.0005338117,0.00029796935,0.0003046259
WDJ121158.92-001756.71,DA,0.9971627,15.6947,|                   |,0.00035542395,0.9971627,0.00017992369,0.0014015489,8.129645e-05,1.14265156e-07,0.00020346144,0.00019020915,0.00023752394,0.00018785427
WDJ122303.74+055431.66,DB,0.9530023,17.4835,|                   |,0.00089766347,0.00048679343,0.02787562,1.1897521e-06,0.9530023,0.0023291942,0.0002677842,0.0019326191,0.0024022802,0.010804593
WDJ121530.37+484219.58,DA,0.9912094,9.7264,|                   |,0.0001641317,0.9912094,0.0051513715,0.0005575977,0.00018947668,1.0658874e-07,0.0018831426,0.0002458798,0.00046317503,0.00013561122
WDJ125718.75+254624.45,DA,0.9942581,24.6921,|                   |,0.0003102719,0.9942581,0.0010685346,0.0009453029,0.00049906544,4.7449248e-07,0.0011177666,0.00046436038,0.00083519646,0.0005008353
WDJ120140.95+041043.10,DA,0.9976718,18.9514,|                   |,0.00038667253,0.9976718,0.00022698888,0.0007980052,9.557983e-05,7.64512e-08,0.00015837752,0.00021738914,0.00020463599,0.00024051682
WDJ125428.75+251528.88,DA,0.9925587,26.4274,|                   |,0.00018304888,0.9925587,0.0009162273,0.0025487335,0.0006915643,1.7758275e-06,0.0009396883,0.0005985907,0.001144081,0.0004175183
WDJ120218.63+045837.51,DA,0.93880165,11.4841,|                   |,0.0013864615,0.93880165,0.051218968,0.00016965247,0.001359175,2.4561888e-07,0.0013301383,0.004268456,0.0008824499,0.00058274006
WDJ124843.29+023632.91,DA,0.99468505,13.0734,|                   |,0.00018703516,0.99468505,0.0016339419,0.00067304494,0.00038163475,2.582298e-07,0.00038070555,0.00047083723,0.0005348792,0.0010526453
WDJ124047.80+630552.45,DA,0.9982851,43.2274,|                   |,0.00010706369,0.9982851,0.000620994,0.000502858,6.387318e-05,3.2174317e-08,8.59256e-05,0.00010712048,0.00017529895,5.1594685e-05
WDJ124953.91-040341.53,DA,0.99888253,55.4807,|                   |,3.943681e-05,0.99888253,0.0006197061,0.00021576353,2.9370087e-05,6.344083e-09,0.0001047829,3.074082e-05,5.5712546e-05,2.190489e-05
WDJ124101.38+623855.30,DA,0.99627817,36.5155,|                   |,0.00037918382,0.99627817,0.0011298729,0.00078469905,0.00045216663,3.5614022e-07,0.000117939366,0.0002959035,0.0003366899,0.00022501343
WDJ123809.11+022536.58,DA,0.99590296,9.2065,|                   |,0.00045965443,0.99590296,0.0004467707,0.0013957312,0.00015823408,2.2176081e-07,0.00047486613,0.000343818,0.0004618092,0.00035596947
WDJ122940.68-005337.23,DA,0.99595714,13.5397,|                   |,0.00056857534,0.99595714,0.0014085878,0.00042278608,0.00015471505,6.5676886e-08,0.0004938542,0.00050159235,0.00022729495,0.00026546975
WDJ124854.93+015908.71,DB,0.9867557,7.324,|                   |,0.00012589605,3.2483038e-07,0.004195397,4.7207214e-11,0.9867557,0.00014340405,3.1312346e-05,0.004324645,0.00022470683,0.004198547
WDJ125515.41+351212.87,DA,0.99760354,25.5287,|                   |,0.00024948223,0.99760354,0.00039340215,0.0007008793,2.6008827e-05,1.827284e-08,0.00019273988,8.471465e-05,0.00016034463,0.0005887303
WDJ123114.72+321352.05,DB,0.8623033,8.5357,|                   |,0.0031621463,0.0015108037,0.021645462,1.0109945e-06,0.8623033,0.00057703326,0.07174364,0.022628415,0.009234186,0.00719407
WDJ124910.00-080700.89,DA,0.9951155,7.2382,|                   |,0.00046462208,0.9951155,0.001820809,0.00049358397,0.0001950641,9.6753105e-08,0.0004528105,0.0005110711,0.0005258503,0.00042058932
WDJ123552.27+073134.35,DB,0.96613204,10.9952,|                   |,0.0003773114,0.00014113083,0.0091294125,3.934822e-08,0.96613204,0.00026936407,0.0003292901,0.012092523,0.0009267933,0.010602012
WDJ122432.34-000805.82,DA,0.99555427,6.3932,|                   |,0.000186813,0.99555427,0.0015218471,0.00093768234,0.00025500628,2.401827e-07,0.00039032672,0.00035039437,0.0005296458,0.0002737525
WDJ122150.81+124513.32,DA,0.9973321,15.3158,|                   |,0.00045777933,0.9973321,0.00015965069,0.0009173905,7.896863e-05,7.263886e-08,0.00020001852,0.00023590948,0.0002719401,0.0003462442
WDJ123204.20+522548.24,DA,0.9976217,11.591,|                   |,0.00022491967,0.9976217,0.0007824017,0.000528589,7.384545e-05,3.9126945e-08,0.00033563297,0.00015932959,0.00015325367,0.00012027906
WDJ120002.65+572708.24,DA,0.99725544,34.7114,|                   |,8.451999e-05,0.99725544,0.0013022354,0.00057763106,0.00010073165,5.834586e-08,0.00029580662,0.000103453676,0.00020551414,7.457361e-05
WDJ124951.60+003214.82,DA,0.99728596,53.9135,|                   |,0.000382191,0.99728596,0.00062940305,0.00047995793,3.249068e-05,1.5636598e-08,0.00043146868,0.00010554297,0.00016483011,0.00048823596
WDJ122555.91+663903.34,P<0.7,0.681143,5.5599,|                   |,0.003840372,0.010592533,0.09893434,1.5198591e-06,0.681143,9.7733115e-05,0.0020192687,0.10121991,0.012656998,0.08949426
WDJ120533.00+281056.35,DA,0.9972046,42.0565,|                   |,0.00042193726,0.9972046,0.0008243678,0.0005708092,0.0001497668,8.5727905e-08,0.0002559467,0.00021039731,0.0001655196,0.00019645329
WDJ120834.85+290850.52,DA,0.9962798,7.9221,|                   |,0.00039345704,0.9962798,0.00074552896,0.0005793896,0.00020533535,1.1941343e-07,0.00031851337,0.00036390775,0.00059910526,0.0005150145
WDJ125820.50+281357.33,DAH,0.9961985,30.4677,|                   |,0.00027273857,0.0025172331,0.9961985,5.52213e-07,0.00027356594,6.001299e-08,1.9743258e-05,0.000542097,0.00015955197,1.5873808e-05
WDJ123819.29+080309.70,DB,0.90652627,46.8497,|                   |,0.001392529,0.0012340131,0.076589376,1.7628544e-06,0.90652627,0.0012950217,0.00031579417,0.0022207,0.0022106748,0.008213794
WDJ125851.32+255704.56,DB,0.7546332,19.1572,|                   |,0.003028741,0.071173795,0.027762983,0.0002991654,0.7546332,0.003171956,0.0025912384,0.009129549,0.007503799,0.12070548
